type,by,post_id,post_link,post_message,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb
link,post_user_106839068915,106839068915_10154969991263916,https://www.facebook.com/106839068915/posts/10154969991263916,Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://external.xx.fbcdn.net/safe_image.php?d=AQAedli8GLh0ZgGO&w=130&h=130&url=http%3A%2F%2Fwww.ciberer.es%2Fmedia%2F658131%2Forpha-gard.jpg%3Fanchor%3Dcenter%26mode%3Dcrop%26width%3D735%26height%3D325%26rnd%3D131110741810000000&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQBPzpVPNCB2eJyV&url=http%3A%2F%2Fwww.ciberer.es%2Fmedia%2F658131%2Forpha-gard.jpg%3Fanchor%3Dcenter%26mode%3Dcrop%26width%3D735%26height%3D325%26rnd%3D131110741810000000,http://www.ciberer.es/noticias/los-portales-gard-y-orphanet-compartiran-su-informacion-sobre-enfermedades-raras,ciberer.es,2016-06-30T21:41:20+0000,1467322880,30/06/2016 23:41,5,0,5,0,5
link,post_user_106839068915,106839068915_10154959683273916,https://www.facebook.com/106839068915/posts/10154959683273916,Julia Del Campo Garcia shared a memory to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,,,http://www.webenfermedadesraras.org/2012/06/las-administraciones-sanitarias.html,webenfermedadesraras.org,2016-06-27T13:05:43+0000,1467032743,27/06/2016 15:05,5,0,5,0,5
status,post_user_106839068915,106839068915_10154951560918916,https://www.facebook.com/106839068915/posts/10154951560918916,,,,,,2016-06-24T20:36:57+0000,1466800617,24/06/2016 22:36,5,0,7,0,7
status,post_user_106839068915,106839068915_10154943229583916,https://www.facebook.com/106839068915/posts/10154943229583916,Esto fue hace unos a�os  pero cuando el el sistema andaluz dec�an que hab�a una unidad de wolfram  ya cuando no nos quer�an atender lo quitaron de weeb  vamos como si fueramos idiotas y mentirososss,,,,,2016-06-22T12:24:01+0000,1466598241,22/06/2016 14:24,5,0,5,0,5
link,post_user_106839068915,106839068915_10154940071743916,https://www.facebook.com/106839068915/posts/10154940071743916,Julia Del Campo Garcia shared Alianza Von Hippel Lindau Espa�a s post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://scontent.xx.fbcdn.net/v/t1.0-1/p100x100/1917817_1592483437708399_5307921899609332947_n.jpg?oh=7eb0d03630c17e72fd4c8b0178a0b072&oe=58BBB439,,https://www.facebook.com/permalink.php?story_fbid=1619775794979163&id=1592478004375609,facebook.com,2016-06-21T13:30:36+0000,1466515836,21/06/2016 15:30,3,0,3,0,3
status,post_user_106839068915,106839068915_10154924977088916,https://www.facebook.com/106839068915/posts/10154924977088916,,,,,,2016-06-16T20:55:32+0000,1466110532,16/06/2016 22:55,7,0,7,0,7
link,post_user_106839068915,106839068915_10154921074958916,https://www.facebook.com/106839068915/posts/10154921074958916,Julia Del Campo Garcia shared Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram s post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.100.100/p100x100/11143694_416139118589713_5286794869366220555_n.jpg?oh=b52dde33ce2ea40f1bb9b55b7f4fb332&oe=58B4F76E,,https://www.facebook.com/permalink.php?story_fbid=507731999430424&id=416131708590454,facebook.com,2016-06-15T13:15:17+0000,1465996517,15/06/2016 15:15,10,0,10,0,10
link,post_user_106839068915,106839068915_10154894513668916,https://www.facebook.com/106839068915/posts/10154894513668916,Este art�culo que da ejercicios de rehabilitaci�n para la ataxia cerebelosa pienso que puede ser interesante para los pacientes de Wolfram.  ,,,http://www.ataxia-y-ataxicos.es/REHA/YREHA-69.htm,ataxia-y-ataxicos.es,2016-06-06T21:29:31+0000,1465248571,06/06/2016 23:29,8,1,8,0,9
link,post_user_106839068915,106839068915_10154890165493916,https://www.facebook.com/106839068915/posts/10154890165493916,Un peque�o adelanto del Documental sobre el Wolfram que en breve podr�is ver completo. Bonito y emotivo trailer.  ,https://external.xx.fbcdn.net/safe_image.php?d=AQC_3wlIDBMJNJvC&w=130&h=130&url=https%3A%2F%2Fi.vimeocdn.com%2Fvideo%2F498908388_1280x720.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQARjuJcY99nLiwV&url=https%3A%2F%2Fi.vimeocdn.com%2Fvideo%2F498908388_1280x720.jpg,https://vimeo.com/113543035,vimeo.com,2016-06-05T10:15:25+0000,1465121725,05/06/2016 12:15,5,0,6,0,6
status,post_user_106839068915,106839068915_10154887550603916,https://www.facebook.com/106839068915/posts/10154887550603916,"DESCRIPCI�N CL�NICA DEL S�NDROME DE WOLFRAM  por Gema Esteban Bueno  Gema Esteban Bueno. Esteban Bueno G  S�ndrome de Wolfram: Descripci�n cl�nica. Medicina General y de Familia 2010,134:749-752. 134  pp. 749 - 752. 2010",,,,,2016-06-04T11:11:36+0000,1465038696,04/06/2016 13:11,8,0,8,0,8
status,post_user_106839068915,106839068915_10154882653943916,https://www.facebook.com/106839068915/posts/10154882653943916,Esperamos que os guste https://www.youtube.com/watch?v=6fGKQtSGPlo,,,,,2016-06-02T16:10:14+0000,1464883814,02/06/2016 18:10,5,1,7,3,11
link,post_user_106839068915,106839068915_10154880711483916,https://www.facebook.com/106839068915/posts/10154880711483916,,https://external.xx.fbcdn.net/safe_image.php?d=AQALN7EK_qV5c0zd&w=130&h=130&url=http%3A%2F%2Fwww.lanuevacronica.com%2Fimagenes%2Farticulos%2Fbotella.jpg&cfs=1&sx=49&sy=0&sw=675&sh=675,https://external.xx.fbcdn.net/safe_image.php?d=AQBz7xyQwHzuDJUe&url=http%3A%2F%2Fwww.lanuevacronica.com%2Fimagenes%2Farticulos%2Fbotella.jpg,http://www.lanuevacronica.com/botella-las-farmaceuticas-no-quieren-investigar-enfermedades-raras,lanuevacronica.com,2016-06-01T21:31:00+0000,1464816660,01/06/2016 23:31,7,0,8,0,8
link,post_user_106839068915,106839068915_10154878045523916,https://www.facebook.com/106839068915/posts/10154878045523916,,https://external.xx.fbcdn.net/safe_image.php?d=AQCf1Q07jKMOBojz&w=130&h=130&url=http%3A%2F%2Fwww.abc.es%2Fmedia%2Fsalud%2F2016%2F05%2F30%2Fneonato--620x349.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCOLFyU_0e-RSKr&url=http%3A%2F%2Fwww.abc.es%2Fmedia%2Fsalud%2F2016%2F05%2F30%2Fneonato--620x349.jpg,http://www.abc.es/salud/enfermedades/abci-nuevas-pruebas-geneticas-aceleran-diagnostico-enfermedades-raras-bebes-201605301620_noticia.html,abc.es,2016-05-31T21:23:01+0000,1464729781,31/05/2016 23:23,5,0,5,0,5
link,post_user_106839068915,106839068915_10154874187188916,https://www.facebook.com/106839068915/posts/10154874187188916,Julia Del Campo Garcia shared her post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://scontent.xx.fbcdn.net/v/t1.0-1/p100x100/189197_1317204706096_3890648_n.jpg?oh=5607495fae797c4661d58eecbf7eea9e&oe=58CC9213,,https://www.facebook.com/groups/106839068915/permalink/10154874185278916/,facebook.com,2016-05-30T13:11:31+0000,1464613891,30/05/2016 15:11,2,0,2,0,2
status,post_user_106839068915,106839068915_10154874185278916,https://www.facebook.com/106839068915/posts/10154874185278916,http://www.orpha.net/orphacom/cahiers/docs/ES/Prevalencia_de_las_enfermedades_raras_por_orden_alfabetico.pdf,,,,,2016-05-30T13:10:49+0000,1464613849,30/05/2016 15:10,2,0,2,1,3
status,post_user_106839068915,106839068915_10154872600633916,https://www.facebook.com/106839068915/posts/10154872600633916,Si alguien o alguna empresa desea hacer una donaci�n a la Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram pod�is hacerla a trav�s del siguiente enlace de nuestra p�gina web. El dinero recaudado se destina a mejorar la calidad de vida de los pacientes y a futuros proyectos de investigaci�n. Con un poco de cada uno podemos mejorar mucho. Y adem�s recordamos que los donativos se pueden desgravar en la declaraci�n de la renta.  https://www.paypal.com/es/cgi-bin/webscr?cmd=_flow&SESSION=cjpczhkeXtnT4PTAMiReoAL1lisOpWh6aRPr1TNNSlcAAj-K-_PtRLagGPi&dispatch=5885d80a13c0db1f8e263663d3faee8dcce3e160f5b9538489e17951d2c62172,,,,,2016-05-29T22:29:39+0000,1464560979,30/05/2016 0:29,4,2,4,6,12
status,post_user_106839068915,106839068915_10154871727438916,https://www.facebook.com/106839068915/posts/10154871727438916,Voy a ir actualizando la informaci�n del grupo que ha estado un tiempo un poco parado. En �l vais a poder conocer m�s a fondo el s�ndrome de wolfra  Ir� poniendo novedades y publicaciones m�dicas  art�culos y las cosas relacionadas con el s�ndrome. Os agradecer�a a todos que si pod�is vayais compartiendo las cosas para poder darle m�s difusi�n a la enfermedad. Estamos seguros de que hay personas que padecen el s�ndrome y no lo saben. Muchas gracias a todos!!,,,,,2016-05-29T15:40:50+0000,1464536450,29/05/2016 17:40,9,1,9,3,13
status,post_user_106839068915,106839068915_10154872516898916,https://www.facebook.com/106839068915/posts/10154872516898916,Noelia Higueras del Campo updated Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram s topics to Wolfram syndrome  Medicine  Diabetes  Diabetes insipidus  Rare disease.,,,,,2016-05-29T21:37:10+0000,1464557830,29/05/2016 23:37,2,0,2,0,2
photo,post_user_106839068915,106839068915_10154872306308916,https://www.facebook.com/106839068915/posts/10154872306308916,Julia Del Campo Garcia shared Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram s post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13327614_502661469937477_6506357474370626620_n.png?oh=0343ed53948fad78c7cccdc104b9c89f&oe=58CE8131,https://scontent.xx.fbcdn.net/t31.0-8/s720x720/13268211_502661469937477_6506357474370626620_o.png,https://www.facebook.com/416131708590454/photos/a.416791175191174.1073741827.416131708590454/502661469937477/?type=3,facebook.com,2016-05-29T20:12:02+0000,1464552722,29/05/2016 22:12,3,0,3,0,3
status,post_user_106839068915,106839068915_10154872270753916,https://www.facebook.com/106839068915/posts/10154872270753916,,,,,,2016-05-29T19:54:43+0000,1464551683,29/05/2016 21:54,4,0,4,0,4
status,post_user_106839068915,106839068915_10154871732063916,https://www.facebook.com/106839068915/posts/10154871732063916,Os dejo un art�culo publicado por la dra. Gema Esteban Bueno y F. M. G�mez Trujillo  que trata sobre las Manifestaciones cl�nicas del S�ndrome de Wolfram y el retraso en el diagn�stico de la enfermedad.,,,,,2016-05-29T15:43:03+0000,1464536583,29/05/2016 17:43,5,0,5,4,9
video,post_user_106839068915,106839068915_10154871407988916,https://www.facebook.com/106839068915/posts/10154871407988916,Julia Del Campo Garcia shared TODO DISCA s video to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12440988_352125948244555_837762325_n.jpg?oh=5302c72f15a67ab746f8db20eb7d1b84&oe=58B3C8EC,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12440988_352125948244555_837762325_n.jpg?oh=9ab5a30a4079c72151b7856c62d40a0b&oe=58D0D4F6,https://www.facebook.com/Tododisca/videos/352125408244609/,facebook.com,2016-05-29T13:02:49+0000,1464526969,29/05/2016 15:02,3,0,3,0,3
status,post_user_106839068915,106839068915_10154871358338916,https://www.facebook.com/106839068915/posts/10154871358338916,,,,,,2016-05-29T12:46:23+0000,1464525983,29/05/2016 14:46,2,0,2,0,2
link,post_user_106839068915,106839068915_10154869898768916,https://www.facebook.com/106839068915/posts/10154869898768916,,https://external.xx.fbcdn.net/safe_image.php?d=AQBZpcxIQegwj-z1&w=130&h=130&url=https%3A%2F%2Fscontent-grt2-1.xx.fbcdn.net%2Fhphotos-xft1%2Ft31.0-8%2F13055763_1023168141083346_7205150763964210728_o.jpg&cfs=1&sx=312&sy=0&sw=1361&sh=1361,https://external.xx.fbcdn.net/safe_image.php?d=AQBFgKGv2SG_DUBy&url=https%3A%2F%2Fscontent-grt2-1.xx.fbcdn.net%2Fhphotos-xft1%2Ft31.0-8%2F13055763_1023168141083346_7205150763964210728_o.jpg,http://www.hhturuguay.com.uy/noticias/59-el-csic-descubre-un-medicamento-contra-una-enfermedad-rara,hhturuguay.com.uy,2016-05-28T21:48:06+0000,1464472086,28/05/2016 23:48,6,0,6,0,6
link,post_user_106839068915,106839068915_10154868683458916,https://www.facebook.com/106839068915/posts/10154868683458916,Os copio un enlace. As� es como la Dra. Gema Esteban Bueno nos encontr� y nos dijo lo que mi hermano ten�a. Hasta que ella lleg� mi hermano era un diab�tico mas y resulta que las otras cosas que tambi�n padec�a eran claves para diagnosticarle el S�ndrome de Wolfram.  ,https://external.xx.fbcdn.net/safe_image.php?d=AQDQfi52nsKv4Pjx&w=130&h=130&url=http%3A%2F%2Fwww.diariosur.es%2Fnoticias%2F201604%2F12%2Fmedia%2Fcortadas%2Faula-cultura_xoptimizadax--575x323.jpg&cfs=1&sx=164&sy=0&sw=323&sh=323,https://external.xx.fbcdn.net/safe_image.php?d=AQDsc-cKtArV4Fo3&url=http%3A%2F%2Fwww.diariosur.es%2Fnoticias%2F201604%2F12%2Fmedia%2Fcortadas%2Faula-cultura_xoptimizadax--575x323.jpg,http://www.diariosur.es/malaga-capital/201604/13/recorri-espana-maleta-busca-20160412235606.html,diariosur.es,2016-05-28T12:32:31+0000,1464438751,28/05/2016 14:32,14,2,15,0,17
photo,post_user_106839068915,106839068915_10154865884743916,https://www.facebook.com/106839068915/posts/10154865884743916,Aqu� os dejamos una peque�a muestra de todas las actividades que se han realizado este a�o con motivo de las valoraciones integrales del S�ndrome de Wolfram celebradas entre Hu�rcal Overa y Almer�a los d�as 18  19  20 y 21 de Mayo. El 21 se celebr� adem�s una Jornada de Puertas Abiertas sobre el S�ndrome de Wolfram en la Universidad de Almer�a en la que a trav�s de videoconferencias participaron expertos internacionales en el S�ndrome de Wolfram. Tambi�n se realiz� un encuentro entre las familias  y el d�a 22 la Asociaci�n asisti� adem�s como representante de una ER a la Carrera celebrada por la Salle a favor de las ER. La Dra. Gema Esteban Bueno acudi� en calidad de presidenta de la Asociaci�n Wolfram y como Delegada de Feder en Andaluc�a.  Entre todos vamos consiguiendo que el S�ndrome de Wolfram tenga una mayor visibilidad en la sociedad.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13312809_10206674316680027_162768688145030659_n.jpg?oh=fdb3783f053b3e0623d5fb3e0f6cbee7&oe=58B29A9F,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/13312809_10206674316680027_162768688145030659_n.jpg?oh=2855c7d064125b2bd8826eb334cdef65&oe=58CC4AEF,https://www.facebook.com/photo.php?fbid=10206674316680027&set=gm.10154865884743916&type=3,facebook.com,2016-05-27T09:33:53+0000,1464341633,27/05/2016 11:33,15,2,15,7,24
status,post_user_106839068915,106839068915_10154863841328916,https://www.facebook.com/106839068915/posts/10154863841328916,Noelia Higueras del Campo made Miguel Navarro Cabrero an admin of the group Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,,,,,2016-05-26T14:27:29+0000,1464272849,26/05/2016 16:27,0,0,0,0,0
link,post_user_106839068915,106839068915_10154863694963916,https://www.facebook.com/106839068915/posts/10154863694963916,https://www.facebook.com/julia.delcampogarcia/posts/10201827741091114,,,http://sindromedewolfram.blogspot.com.es/2013/05/mucha-gente-nunca-habra-oido-hablar-del.html,sindromedewolfram.blogspot.com.es,2016-05-26T13:09:19+0000,1464268159,26/05/2016 15:09,2,0,2,0,2
status,post_user_106839068915,106839068915_10154861156013916,https://www.facebook.com/106839068915/posts/10154861156013916,Desde que este grupo se cre� hace 7 a�os ha sido un grupo cerrado  ahora lo he cambiado para que sea p�blico por lo que os pido a los miembros del grupo que lo compart�is en vuestros muros a ver si conseguimos que m�s gente nos vea. Queremos dar difusi�n a la enfermedad y todos pod�is ayudarnos!!  Gracias,,,,,2016-05-25T13:03:22+0000,1464181402,25/05/2016 15:03,21,10,24,42,76
link,post_user_106839068915,106839068915_10154863367828916,https://www.facebook.com/106839068915/posts/10154863367828916,Una gran noticia para otra enfermedad rara!! Os comparto el enlace para que lo veais. Con esfuerzo todo es posible!!  https://www.facebook.com/alianza.karina/posts/1166386746746176,https://external.xx.fbcdn.net/safe_image.php?d=AQBdrkm3Sa-0BYbm&w=130&h=130&url=http%3A%2F%2Fimages.eldiario.es%2Feconomia%2FBODEGAS-SOLIDARIDAD_EDIIMA20160525_0858_3.jpg&cfs=1&sx=21&sy=0&sw=362&sh=362,https://external.xx.fbcdn.net/safe_image.php?d=AQAyh4r0m69tXL46&url=http%3A%2F%2Fimages.eldiario.es%2Feconomia%2FBODEGAS-SOLIDARIDAD_EDIIMA20160525_0858_3.jpg,http://www.eldiario.es/economia/Protos-entregara-Alianza-familias-Hippel-Lindau_0_519699129.html,eldiario.es,2016-05-26T09:51:54+0000,1464256314,26/05/2016 11:51,6,0,7,0,7
status,post_user_106839068915,106839068915_10154861128863916,https://www.facebook.com/106839068915/posts/10154861128863916,Noelia Higueras del Campo changed the type of group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram�from  Custom  to  Support .,,,,,2016-05-25T12:51:13+0000,1464180673,25/05/2016 14:51,1,0,1,0,1
status,post_user_106839068915,106839068915_10154861125713916,https://www.facebook.com/106839068915/posts/10154861125713916,Noelia Higueras del Campo changed the privacy setting of Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram from Closed to Public.,,,,,2016-05-25T12:50:17+0000,1464180617,25/05/2016 14:50,0,0,0,0,0
link,post_user_106839068915,106839068915_10154858845138916,https://www.facebook.com/106839068915/posts/10154858845138916,,https://external.xx.fbcdn.net/safe_image.php?d=AQC6X_wQ0Aqx5Q2e&w=130&h=130&url=http%3A%2F%2F2.bp.blogspot.com%2F-JfB5b03zueY%2FUb3hRRiIzhI%2FAAAAAAAAAvw%2F4hXswzpiLBk%2Fs640%2FSin%2Bt%25C3%25ADtulo-4.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCMGQH1w0xgXKyd&url=http%3A%2F%2F2.bp.blogspot.com%2F-JfB5b03zueY%2FUb3hRRiIzhI%2FAAAAAAAAAvw%2F4hXswzpiLBk%2Fs640%2FSin%2Bt%25C3%25ADtulo-4.jpg,http://sindromedewolfram.blogspot.com.es/,sindromedewolfram.blogspot.com.es,2016-05-24T15:42:20+0000,1464104540,24/05/2016 17:42,3,0,3,0,3
photo,post_user_106839068915,106839068915_10154841670478916,https://www.facebook.com/106839068915/posts/10154841670478916,Con motivo de las valoraciones del S�ndrome de Wolfram que cada a�o se celebran entre Hu�rcal Overa y Almer�a capital y que van a ser entre los d�as 18 y 20 de Mayo   este a�o se va a realizar una Jornada de Puertas Abiertas sobre el S�ndrome de Wolfram en la Universidad de Almer�a el s�bado 20 de Mayo.  Todos los que quer�is pod�is asistir. Os dejamos aqu� el programa.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13260146_10206621408477355_4365672908442686919_n.jpg?oh=84d0bfe82275edddcf0e4f9c7a0ed392&oe=58CA3101,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13260146_10206621408477355_4365672908442686919_n.jpg?oh=ee1d4c2fa88acb93e36ebc1fc2c61c02&oe=58BED00C,https://www.facebook.com/photo.php?fbid=10206621408477355&set=gm.10154841670478916&type=3,facebook.com,2016-05-18T11:14:55+0000,1463570095,18/05/2016 13:14,1,0,2,0,2
link,post_user_106839068915,106839068915_10154818114413916,https://www.facebook.com/106839068915/posts/10154818114413916,Julia Del Campo Garcia shared CREER CENTRO DE REFERENCIA ESTATAL DE ENFERMEDADES RARAS Y FAMILIAS s post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,https://external.xx.fbcdn.net/safe_image.php?d=AQDrClcjCKl28H2j&w=130&h=130&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDExMjc5Njc3OTAyMDYwNTc5OjU4MjAyNDU5OQ%3D%3D&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCjVx0RYl80DD3y&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDExMjc5Njc3OTAyMDYwNTc5OjU4MjAyNDU5OQ%3D%3D,http://goo.gl/7ONrA2,goo.gl,2016-05-09T13:18:13+0000,1462799893,09/05/2016 15:18,4,0,4,0,4
status,post_user_106839068915,106839068915_10154810068003916,https://www.facebook.com/106839068915/posts/10154810068003916,,,,,,2016-05-06T21:04:53+0000,1462568693,06/05/2016 23:04,6,0,6,0,6
status,post_user_106839068915,106839068915_10154799259463916,https://www.facebook.com/106839068915/posts/10154799259463916,,,,,,2016-05-02T20:48:34+0000,1462222114,02/05/2016 22:48,3,0,3,0,3
status,post_user_106839068915,106839068915_10154789608368916,https://www.facebook.com/106839068915/posts/10154789608368916,Pues es que hay m�dicos que no saben que esto est� regulado... hala  a difundirlo para que pueda hacer uso quien lo necesite.,,,,,2016-04-29T12:32:21+0000,1461933141,29/04/2016 14:32,4,0,4,0,4
link,post_user_106839068915,106839068915_10154777556258916,https://www.facebook.com/106839068915/posts/10154777556258916,Julia Del Campo Garcia shared Enfermedades raras en Castilla-La Mancha s post to the group: Asociaci�n Espa�ola para la Investigaci�n y Ayuda al S�ndrome de Wolfram.,,,http://www.castillalamancha.es/gobierno/sanidad/estructura/dgspoeis/directorio,castillalamancha.es,2016-04-24T20:56:57+0000,1461531417,24/04/2016 22:56,6,0,6,0,6
